iter	Logloss
127	0.1388815494
128	0.1388788454
129	0.1388769432
130	0.1388767832
131	0.1388712754
132	0.1388672432
133	0.1388614032
134	0.1388511773
135	0.1388413427
136	0.1388401996
137	0.1388319262
138	0.1388213496
139	0.1388181236
140	0.1388130465
141	0.1388065433
142	0.1387985722
143	0.1387940484
144	0.1387870782
145	0.138782763
146	0.1387780792
147	0.1387743386
148	0.1387721381
149	0.1387668977
150	0.1387648452
151	0.1387577888
152	0.1387558098
153	0.138750991
154	0.1387477724
155	0.1387445269
156	0.1387433443
157	0.1387406617
158	0.1387380311
159	0.1387352385
160	0.1387321287
161	0.1387273834
162	0.1387240154
163	0.1387201309
164	0.1387187398
165	0.1387142652
166	0.1387119417
167	0.1387090749
168	0.1387080545
169	0.1387047868
170	0.1387019937
171	0.1386993287
172	0.1386955514
173	0.1386963752
174	0.1386899827
175	0.1386903417
176	0.1386892744
177	0.138688168
178	0.1386856499
179	0.1386834494
180	0.1386820007
181	0.1386821376
182	0.1386809941
183	0.1386783143
184	0.1386753632
185	0.1386748484
186	0.1386729306
187	0.1386709391
188	0.138669121
189	0.1386680405
190	0.1386663317
191	0.1386656802
192	0.1386660121
193	0.1386645615
194	0.1386633211
195	0.1386619184
196	0.1386615252
197	0.1386596811
198	0.1386586345
199	0.1386574186
200	0.1386557959
201	0.1386537438
202	0.1386521937
203	0.1386516528
204	0.1386511374
205	0.1386507565
206	0.1386511007
207	0.1386513958
208	0.1386508679
209	0.1386491968
210	0.138648201
211	0.1386484961
212	0.1386478691
213	0.1386477708
214	0.1386478564
215	0.1386463573
216	0.1386471816
217	0.1386464808
218	0.1386459892
219	0.1386458908
220	0.1386455462
221	0.138643235
222	0.1386438257
223	0.1386433954
224	0.1386427316
225	0.1386438626
226	0.1386422276
227	0.1386412186
228	0.1386406654
229	0.1386401861
230	0.1386385625
231	0.1386387596
232	0.1386384277
233	0.1386374074
234	0.1386375553
235	0.1386363505
236	0.1386351826
237	0.1386354658
238	0.1386354781
239	0.1386354412
240	0.1386346298
241	0.1386343102
242	0.1386336095
243	0.1386333636
244	0.1386333145
245	0.1386333145
246	0.1386332655
247	0.1386331794
248	0.1386329089
249	0.1386319378
250	0.1386310158
251	0.1386314583
252	0.1386317534
253	0.1386314706
254	0.1386323188
255	0.1386322328
256	0.1386326139
257	0.1386322944
258	0.1386319502
259	0.138630389
260	0.1386310405
261	0.1386306097
262	0.138630413
263	0.1386300073
264	0.1386300565
265	0.138630204
266	0.1386300565
267	0.1386304625
268	0.1386313599
269	0.1386307082
270	0.138630524
271	0.1386310281
272	0.1386303519
273	0.1386303519
274	0.1386302044
275	0.1386306716
276	0.1386312495
277	0.1386308807
278	0.1386307209
279	0.1386312128
280	0.1386308934
281	0.1386308688
282	0.1386308196
283	0.1386304877
284	0.1386301804
285	0.1386303771
286	0.1386302789
287	0.13862932
288	0.1386292708
289	0.1386299101
290	0.1386298609
291	0.138629406
292	0.1386290987
293	0.1386290864
294	0.1386287176
295	0.1386294306
296	0.1386291479
297	0.1386297872
298	0.1386290127
299	0.1386288037
300	0.1386288037
301	0.1386285824
302	0.1386276973
303	0.138627599
304	0.1386272672
305	0.1386271812
306	0.1386265419
307	0.1386265665
308	0.1386268369
309	0.1386266034
310	0.1386273779
311	0.1386274516
312	0.1386270336
313	0.1386268861
314	0.1386266034
315	0.1386258781
316	0.1386259149
317	0.1386260993
318	0.1386260994
319	0.1386261485
320	0.1386270584
321	0.1386274764
322	0.1386279067
323	0.1386272059
324	0.1386271445
325	0.1386270093
326	0.1386271568
327	0.1386272058
328	0.1386273655
329	0.1386275745
330	0.1386272057
331	0.138627009
332	0.1386270828
333	0.1386263206
334	0.1386263821
335	0.1386263698
336	0.1386263206
337	0.1386267386
338	0.1386268123
339	0.138626419
340	0.1386264927
341	0.1386268861
342	0.1386268861
343	0.1386263329
344	0.1386259026
345	0.1386260995
346	0.1386256692
347	0.138625952
348	0.1386257307
349	0.1386257307
350	0.1386259766
351	0.138624907
352	0.138624907
353	0.1386248947
354	0.1386253496
355	0.1386253496
356	0.1386252513
357	0.1386252882
358	0.138624944
359	0.1386253005
360	0.1386247719
361	0.138624821
362	0.1386243539
363	0.1386243047
364	0.1386243539
365	0.1386239851
366	0.1386242555
367	0.1386241572
368	0.1386243539
369	0.1386245258
370	0.138624366
371	0.1386249069
372	0.1386245996
373	0.1386242922
374	0.1386245014
375	0.1386244891
376	0.1386240588
377	0.1386242309
378	0.1386242555
379	0.1386238375
380	0.138624194
381	0.1386237515
382	0.138623899
383	0.138623899
384	0.1386239113
385	0.1386241817
386	0.1386238867
387	0.1386242186
388	0.1386244276
389	0.1386244522
390	0.1386240588
391	0.1386240342
392	0.1386239973
393	0.138624108
394	0.138624403
395	0.1386242186
396	0.1386242309
397	0.1386235917
398	0.1386235917
399	0.1386236408
400	0.1386236286
401	0.1386231122
402	0.1386230262
403	0.1386232229
404	0.1386235425
405	0.138623395
406	0.1386234073
407	0.1386238253
408	0.1386238253
409	0.1386237515
410	0.1386237269
411	0.1386236655
412	0.1386236532
413	0.1386237884
414	0.1386231493
415	0.1386231985
416	0.1386225838
417	0.138622928
418	0.138622928
419	0.1386227067
420	0.1386227682
421	0.13862251
422	0.13862251
423	0.1386225592
424	0.1386225592
425	0.1386227068
426	0.1386231247
427	0.1386233706
428	0.1386235919
429	0.1386237025
430	0.138623764
431	0.1386236533
432	0.1386236656
433	0.1386229649
434	0.1386227191
435	0.1386227191
436	0.1386227313
437	0.1386227191
438	0.1386226331
439	0.1386225717
440	0.1386222643
441	0.1386222643
442	0.1386222643
443	0.1386222397
444	0.1386222397
445	0.1386222397
446	0.1386222397
447	0.1386222397
448	0.138621748
449	0.1386219201
450	0.1386219201
451	0.1386218341
452	0.1386221291
453	0.1386224119
454	0.1386218955
455	0.1386218955
456	0.1386222152
457	0.1386225225
458	0.1386225471
459	0.1386226454
460	0.1386225348
461	0.1386231247
462	0.1386228543
463	0.1386228912
464	0.138622928
465	0.1386233704
466	0.1386234442
467	0.1386233704
468	0.138623186
469	0.138623186
470	0.1386232106
471	0.1386232106
472	0.1386231737
473	0.1386229033
474	0.1386232229
475	0.1386230631
476	0.1386225099
477	0.1386234688
478	0.1386232229
479	0.138623309
480	0.1386232967
481	0.138623604
482	0.1386230754
483	0.1386224115
484	0.138622473
485	0.138622473
486	0.1386225836
487	0.1386225836
488	0.1386230139
489	0.1386225099
490	0.1386227066
491	0.138622891
492	0.1386235917
493	0.1386230508
494	0.1386230877
495	0.1386226083
496	0.1386226205
497	0.1386224239
498	0.1386224116
499	0.1386224116
